/media/irfan/data/Download/FDI_3000_train_test_valid/train/002d7b5717ae6f080ac259fd1a8a42df_png.rf.85da2b03fc83a7d3d2d6b64d46d3e1a6.jpg,/media/irfan/data/Download/FDI_3000_train_test_valid/train_masks/002d7b5717ae6f080ac259fd1a8a42df_png.rf.85da2b03fc83a7d3d2d6b64d46d3e1a6_mask.png
/media/irfan/data/Download/FDI_3000_train_test_valid/train/003e3c61d57fd1c86bc835859f69ed57_png.rf.78301045a3b87d8392376660780ace66.jpg,/media/irfan/data/Download/FDI_3000_train_test_valid/train_masks/003e3c61d57fd1c86bc835859f69ed57_png.rf.78301045a3b87d8392376660780ace66_mask.png
/media/irfan/data/Download/FDI_3000_train_test_valid/train/0050365e18a9a3b9cc7551f11d01458d_png.rf.59295a767d71940f50efccc8ecfb7482.jpg,/media/irfan/data/Download/FDI_3000_train_test_valid/train_masks/0050365e18a9a3b9cc7551f11d01458d_png.rf.59295a767d71940f50efccc8ecfb7482_mask.png
/media/irfan/data/Download/FDI_3000_train_test_valid/train/00fed170f8ec2373ab76548207dfabe8_png.rf.63af9892cb9f26dcf12c317c1076b3d8.jpg,/media/irfan/data/Download/FDI_3000_train_test_valid/train_masks/00fed170f8ec2373ab76548207dfabe8_png.rf.63af9892cb9f26dcf12c317c1076b3d8_mask.png
/media/irfan/data/Download/FDI_3000_train_test_valid/train/01079161407ae8ba8a3dd53e490b3fb1_png.rf.630e2e17636e0918805099bd7f83949b.jpg,/media/irfan/data/Download/FDI_3000_train_test_valid/train_masks/01079161407ae8ba8a3dd53e490b3fb1_png.rf.630e2e17636e0918805099bd7f83949b_mask.png
/media/irfan/data/Download/FDI_3000_train_test_valid/train/01082101d2ccd65c9cfc1e85d1a410a9_png.rf.963e4ef6c8a43c0747d6184e713a2236.jpg,/media/irfan/data/Download/FDI_3000_train_test_valid/train_masks/01082101d2ccd65c9cfc1e85d1a410a9_png.rf.963e4ef6c8a43c0747d6184e713a2236_mask.png
/media/irfan/data/Download/FDI_3000_train_test_valid/train/0109a7eb2e5b07ebb069168393fda997_png.rf.4d350f9f96d093d37d5524aaee29e9b5.jpg,/media/irfan/data/Download/FDI_3000_train_test_valid/train_masks/0109a7eb2e5b07ebb069168393fda997_png.rf.4d350f9f96d093d37d5524aaee29e9b5_mask.png
/media/irfan/data/Download/FDI_3000_train_test_valid/train/014215ec727b008a668782008146fd70_png.rf.22787532411ece9d4bd8e2e7fe3e2e2b.jpg,/media/irfan/data/Download/FDI_3000_train_test_valid/train_masks/014215ec727b008a668782008146fd70_png.rf.22787532411ece9d4bd8e2e7fe3e2e2b_mask.png
/media/irfan/data/Download/FDI_3000_train_test_valid/train/0149872ad82488537c2f4c48b5a73ab7_png.rf.1affc36848a94a27eb0dc8424ed40508.jpg,/media/irfan/data/Download/FDI_3000_train_test_valid/train_masks/0149872ad82488537c2f4c48b5a73ab7_png.rf.1affc36848a94a27eb0dc8424ed40508_mask.png
/media/irfan/data/Download/FDI_3000_train_test_valid/train/015dd8d59ba09540c6c3f7f6ae1fb3d2_png.rf.5e124bdb92d3589887d59efbe9b5331f.jpg,/media/irfan/data/Download/FDI_3000_train_test_valid/train_masks/015dd8d59ba09540c6c3f7f6ae1fb3d2_png.rf.5e124bdb92d3589887d59efbe9b5331f_mask.png
